"title","text","modified","created","color","tags","type"
"🚻 ship rooms","## **Command section**
### <<list-links '[tag[🚻 ship rooms]tag[Command section]]'>>

## **Combat section**
### <<list-links '[tag[🚻 ship rooms]tag[Combat section]]'>>

## **Engineering section**
### <<list-links '[tag[🚻 ship rooms]tag[Engineering section]]'>>

## **Science section**
### <<list-links '[tag[🚻 ship rooms]tag[Science section]]'>>","20230502223744309","20211227141812422","#fa9600","[[⚙️ starship technology]]","text/x-markdown"
"🛑 rules","### <<list-links '[tag[🛑 rules]]'>>","20230502223744310","20220111010105138","#9600fa","","text/x-markdown"
"A soul-spinning conversation","***[[Date: -pc8,329,794|Passage Consideration]]***

One low sullen evening, only but 206 ages since the last Claster had become dust, [[Voquev Zephyriah]] and [[Voquev Tieraal]] were walking along the shores of time, as they were oft to do. The two were quite used to each others' company, as they spend many evenings together, in contemplation. Among other deeds. They had become acquainted purely on a formal basis, but quickly grew close, which confounded many of their peers (especially [[Voquev Gol'iead]], who thought themselves to be much closer to the god of The Wind than many others). No matter the muttering and the whispering of the other [[Following Gods|Voquev]], Zephyriah and Tieraal still took many such marches as they swapped stories and prose.

This time however, Zephyriah had arrived bearing a proposition which they had been chewing on, both morally and literally. The concept was posed thus:

""Imagine a sweet smell. Let it waft from you"" said Zephyriah.

""It is done"", said Tieraal, who chose their words carefully when speaking.

""What does it remind you of?"" asked Zephyriah.

""Deep and low shuddering, and a catalyst of new sprouts"" proclaimed Tieraal.

""Ah yes, I can smell it too. Though it reminds me more of a hitching gust of blown sand.""

""Your words are spun well, my kin.""

""Perhaps. Though perhaps I am spun from them.""

""Perhaps.""

30 days passed between the gods' last and next footfall, and in this time, Tieraal had formulated a proper response. They asked: ""If you are spun from your words, then what I am spun from?"" At this particular moment, Zephyriah was in the process of commanding 6,432 air elementals in a great and terrible siege against the fortress walls of [[Claster Veyeimall]]'s rotting corpse, in which hordes of [[Demons]] had begun to take root. It was for this reason that they were only slightly preoccupied, and gave an unthinking answer.

""You are spun from silence. It is for this reason that we are so well acquainted.""

""I am spun from what I choose to be spun from. Silence is just the most comfortable"" said Tieraal, reluctantly.

""Not for me,"" said Zephyriah. The siege had ended, and they had quieted their kingly aspects.

""Perhaps you are correct then. I'm fortunate to know one so differently spun.""

""As am I.""

The two deities continued walking in silence, before parting ways at a 9th-dimensional dive-bar, and never thought of the conversation again. A passing scribe however, had fervently recorded the entire conversation in scripture, and immediately began distributing it en masse. Over the next 40 or so years, this short poem about soul-spinning would form the basis for 6 major world religions, before falling out of popularity and renown. It would still be another 9,000 uncountable ages before the death of The Following Gods, and the birth of [[The Falling Gods|Yyenwid]].","20230605013858185","20220512011130334","","[[📜 myths and stories]] [[⚫ The Sparce]] [[🔒 private]] [[The Shore]] [[The Awakening of the Gods]]","text/x-markdown"
"Aaliat pestle","### **Form**: Elevator-like column of light

The myriad of twisting passageways and branching lineages of paths along the Aaliat pestle funnel the person coming through to their desired location and habitat.","20220526115239411","20211230225900962","","[[🚪 pestles]] [[🐐 Aaliat]] [[The Mortar]] [[🔒 private]]","text/x-markdown"
"Æo","One of the disc [[🌑 demi planes]] that comprises [[🐐 Aaliat]].  Æo is covered in shores and oceans, and is home to many fish and birds.

---

### <<list-links '[tag[Espoc]]'>>","20230502223744310","20220915005625539","","[[🌑 demi planes]] [[🐐 Aaliat]] [[📍 locations]]","text/x-markdown"
"Aetivima Period","***[[Start date: pc1 (length: 2,300 years)|Passage Consideration]]***

A long stretch of unparalleled chaos and lack of regulation in [[🌐 The Pantry]] that occurred eons ago.

Initially, the birth of the [[Oleald]] and the [[Descendant Beings|🧑 races]] was celebrated. Foretold by [[Claster Kromaeg]] and [[Voquev Opeqte]], the [[😇 gods]] saw their grandchildren grow beyond measure. Their happenstantial existence was proliferated to all places in [[🌐 The Pantry]] and on the [[🌍 planes]].

This optimism was short-lived however. In time, vocal minority voices of those seeking [[war|Yyenwid Truge]] and [[annihilation|Voquev Yinsenvanyr]] began to sway masses of the mortal peoples. Democracy, mutual aid, and compassion were silenced in the breaths of the majority of the other mortals. For many thousands of years, this period of regression saw the gods turn from the physical world.

It took many hundreds of revolutions, culture wars, and honest love (see the [[Taqadum Period]]) to champion the original ideals of the god majority, and is the reason today that such democratic values are so strongly protected in The Pantry today.

---

### <<list-links '[tag[Aetivima Period]]'>>","20230504175153011","20220511025800566","#00ff9b","[[🕰️ time periods]]","text/x-markdown"
"Anchovy","A small, thin [[ship|🚀 starships]] with gaping side slats for gathering [[🪨 Remora]]. Often seen in small [[🪝 harvest]] fleets with other Anchovies.","20220113020655444","20211228022148396","","[[🚀 starships]] Lightweight [[🪝 harvest]]","text/x-markdown"
"Angelfish","A large, flat passenger cruise [[ship|🚀 starships]] with thick armour plating. Not terribly glamourous, but comfortable nonetheless.","20220113020811116","20211228200716449","","Heavyweight [[🚀 starships]] [[💺 passenger]]","text/x-markdown"
"Angler","A curiously-like designed [[ship|🚀 starships]] for capturing large volumes of [[🪨 Remora]] in its wide frontal 'maw'. A common sight along [[🌌 The Flow]].","20220113020921541","20211228023145472","","[[🚀 starships]] Midweight [[🪝 harvest]]","text/x-markdown"
"Antana Motors","Antana is known for its design and fabrication of [[🪝 harvest]] starships for [[🪨 Remora]] collection. The company was in fact originally formed in [[⚫ The Sparce]], and has most of its factories in the inner belt. The company also occasionally produces [[⚓ freight]] and [[💺 passenger]] ships.","20220604044226549","20220412221308771","","[[🏢 companies]] [[🪝 harvest]] [[⚫ The Sparce]] Soetanto [[Hīkoi Period]]","text/x-markdown"
"Apophrotie","*pron. A-paw-fro-tee*

Passed as a giant woman of eight feet tall, unless she was bathed in moonlight. When her skin shone like the moon and her eyes like red dwarf stars. Her heart bled for [[Brahmiel (Brahm)]], and she taught him patience and kindness by example.

The two split ways 9 months after the other 3 left, with her heading to an outpost in [[⚫ The Sparce]]. She asked him to come get her when he found a stable environment.","20230502222000652","20220211155551276","","[[Crystal Ship NPCs]] [[The Hyacinth House]] Celestials [[🔒 private]]","text/x-markdown"
"Arbakh","As aspect of [[Yyenwid Ompos]] with a less 'natural' focus. After the end of the [[Aetivima Period]], Ompos's power was heavily diminished due to their unsavoury involvement in the conflict. This diminished form resulted from the accumulating waste that formed in the aftermath of the period. It wasn't until the [[Hīkoi Period]] that they were officially recognized by [[The 214th Isotoxal Compact]].

Their existence has spawned a lineage of Orduremages, who's practice focuses on the creation, destruction, philosophy, and manipulation of non-recyclable, non-compostable refuse.","20230516181555193","20230516181004651","","[[Yyenwid Ompos]] [[🎭 aspects]]","text/x-markdown"
"Armourer","## **Location:** The [[Armoury]]
## **Chain of command:** 2nd in [[Combat section]]

---

- ### Organizes and distributes weapons
- ### At times, creates new weapons to be used and/or tested
- ### Operates the [[Gun range]], if the [[starship|🚀 starships]] has one","20211228021851042","20211222020013751","","[[💼 crew roles]] [[Combat section]]","text/x-markdown"
"Armoury","## **Location:** Rear

---

- ### Hand-to-hand combat weapons storage
- ### Various martial and melee weapons","20220209192937375","20211227142111582","","[[🚻 ship rooms]] [[Combat section]]","text/x-markdown"
"Aspect of Om'nd","## **Physical description**
- **Stat block:** 
- 6-legged sphinx with a hollow face
- Luxurious blue-green fur and mane
- Floating sigils
- Physical form:
   - Smaller, juvenile version of this body
   - Requires no oxygen, food, or water
   - Quickly enthrals any extremely weak-minded individuals
   - Generally harmless

## **Voice description**
- Unable to speak on its own
- Instead speaks through the voices of blank constructed entities
- Ethereal voices, with static in the background

## **Character description**
- Curious [[Aspect|🎭 aspects]] of the god [[Yyenwid Om'nd]]
- Created [[The Helm Interspace]] for experimentation
- Shunned, to an extent, by many other gods for attempting to create a utopia
- This aspect has been toiling away for a very long time","20230428142516178","20220326225437364","","[[Crystal Ship NPCs]] [[Yyenwid Om'nd]] [[🎭 aspects]] [[The Helm Interspace]] [[🔒 private]]","text/x-markdown"
"Atolondrar","The wildest, least traveled of the [[🗺️ provinces]]. Home to vast reaches of uncharted space, its main presence is that of [[⚖️ Balx]] infantries and the occasional [[Giant|Giants]] monastery.

---

### <<list-links '[tag[Atolondrar]]'>>","20230502223744312","20220215234600768","#329664","[[🗺️ provinces]]","text/x-markdown"
"Autonomous Pilgrim Droids","A broad term for the many forms of mechanical and digital robotics sent by some on pilgrimages across [[🌐 The Pantry]] in their stead.

Due to the vast nature of [[⚫ The Sparce]] between the [[🌍 planes]], travel can be very difficult for many. To achieve their religious goals nonetheless, services exist for (usually) tiny, ubiquitous, and low-tech droid services are available. These droids can often be seen crowding around underfoot on [[💺 passenger]] [[🚀 starships]], equipped with cameras, prayer LCD displays, and a navigation system.

Various pilgrim droid [[🏢 companies]] exist, offering a range of services from full asynchronous blessing guarantees, live 24/7 travel logs, and return trips. The larger companies are often audited and regulated by [[The 214th Isotoxal Compact]], as the service is in high demand.

Though almost all are usually insentient, [[Constructs]] do occasionally take up this role, for a premium price.","20230126190627422","20220624155119617","","[[⚫ The Sparce]] [[The 214th Isotoxal Compact]] [[🔧 technology]] [[Hīkoi Period]]","text/x-markdown"
